"use_type_path";"attribute_name";"value_name";"external_id"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INDUS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1194"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INES";"ter_attr_cultivo_152_variedad__especie__tipo_val_1195"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INFANTE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1196"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INFANTE DE ARANJUEZ";"ter_attr_cultivo_152_variedad__especie__tipo_val_1197"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INFERNO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1198"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INGENYO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1199"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INGLESA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1200"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INGRID";"ter_attr_cultivo_152_variedad__especie__tipo_val_1201"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INKA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1202"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INSIGNIA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1203"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INSPIRATION";"ter_attr_cultivo_152_variedad__especie__tipo_val_1204"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"INVIKTUS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1205"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IONEL";"ter_attr_cultivo_152_variedad__especie__tipo_val_1206"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IPON";"ter_attr_cultivo_152_variedad__especie__tipo_val_1207"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IPPOLITI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1208"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IRIARTE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1209"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IRIDE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1210"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IRRIBARRA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1211"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ISABEL";"ter_attr_cultivo_152_variedad__especie__tipo_val_1212"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ISALNITA 85-V";"ter_attr_cultivo_152_variedad__especie__tipo_val_1213"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ISIDE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1214"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ISIDRO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1215"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ISOTTA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1216"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ISPAN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1217"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ITACA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1218"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ITAI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1219"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ITALICO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1220"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ITALOS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1221"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ITALRESS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1222"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"ITAMAR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1223"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IULOR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1224"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IVA GS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1225"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IVANCA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1226"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IVANOV";"ter_attr_cultivo_152_variedad__especie__tipo_val_1227"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IVAYLOVSKA KAPIYA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1228"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IVETTA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1229"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IVICA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1230"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"IZARTXO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1231"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JABANA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1232"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JABLINA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1233"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JABLÍCKO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1234"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JACK MILLER";"ter_attr_cultivo_152_variedad__especie__tipo_val_1235"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JADE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1236"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JALADURO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1237"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JALAPENO M";"ter_attr_cultivo_152_variedad__especie__tipo_val_1238"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JALAPENO RUBEN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1239"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JALTI RIBKI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1240"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JAMEELAH";"ter_attr_cultivo_152_variedad__especie__tipo_val_1241"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JAPO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1242"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JARANDA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1243"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JARMILA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1244"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JASMINE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1245"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JAVITOTT BOGYISZLÓI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1246"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JAZÝCEK";"ter_attr_cultivo_152_variedad__especie__tipo_val_1247"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JELLY";"ter_attr_cultivo_152_variedad__especie__tipo_val_1248"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JEREMY";"ter_attr_cultivo_152_variedad__especie__tipo_val_1249"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JERICHO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1250"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JERNEJA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1251"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JEROMIN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1252"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JERSEY";"ter_attr_cultivo_152_variedad__especie__tipo_val_1253"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JERTE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1254"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JETHOU";"ter_attr_cultivo_152_variedad__especie__tipo_val_1255"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JIRKA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1256"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOHANA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1257"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOHN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1258"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOLANTA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1259"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOLLY GIALLO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1260"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOLLY ROSSO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1261"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOLOBA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1262"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JONAS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1263"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JONÁS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1264"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOPLIN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1265"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JORGA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1266"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JORRIT";"ter_attr_cultivo_152_variedad__especie__tipo_val_1267"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOSEF";"ter_attr_cultivo_152_variedad__especie__tipo_val_1268"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOVA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1269"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JOVIAL";"ter_attr_cultivo_152_variedad__especie__tipo_val_1270"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUAREZ";"ter_attr_cultivo_152_variedad__especie__tipo_val_1271"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUBERA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1272"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUBILANDSKA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1273"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUBILEUM";"ter_attr_cultivo_152_variedad__especie__tipo_val_1274"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUCAR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1275"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JULIETTA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1276"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JULUS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1277"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUMBO STUFF";"ter_attr_cultivo_152_variedad__especie__tipo_val_1278"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUMILLA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1279"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUNO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1280"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JUPITER";"ter_attr_cultivo_152_variedad__especie__tipo_val_1281"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"JÚCAR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1282"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"K12448";"ter_attr_cultivo_152_variedad__especie__tipo_val_1283"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAAMOS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1284"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KABALA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1285"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KABAR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1286"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KABUKI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1287"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KADEKA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1288"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KADET";"ter_attr_cultivo_152_variedad__especie__tipo_val_1289"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KADMIO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1290"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KADMIUM";"ter_attr_cultivo_152_variedad__especie__tipo_val_1291"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAFTERI IERAPETRAS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1292"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAIMAN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1293"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALABRY";"ter_attr_cultivo_152_variedad__especie__tipo_val_1294"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALDÓM";"ter_attr_cultivo_152_variedad__especie__tipo_val_1295"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALIFORNIJSKO ?UDO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1296"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALIROY";"ter_attr_cultivo_152_variedad__especie__tipo_val_1297"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALLISTI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1298"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALOCSAI A";"ter_attr_cultivo_152_variedad__especie__tipo_val_1299"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALOCSAI MEREVSZÁRÚ 622";"ter_attr_cultivo_152_variedad__especie__tipo_val_1300"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALOCSAI V 2";"ter_attr_cultivo_152_variedad__especie__tipo_val_1301"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALOREZ";"ter_attr_cultivo_152_variedad__especie__tipo_val_1302"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALUMBA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1303"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALVIJN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1304"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KALÓZ";"ter_attr_cultivo_152_variedad__especie__tipo_val_1305"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAMELIA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1306"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAMIL";"ter_attr_cultivo_152_variedad__especie__tipo_val_1307"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAMILLA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1308"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAMOR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1309"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAMÉLEON";"ter_attr_cultivo_152_variedad__especie__tipo_val_1310"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KANDOREX";"ter_attr_cultivo_152_variedad__especie__tipo_val_1311"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KANTATTA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1312"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KANTOR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1313"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KANYON";"ter_attr_cultivo_152_variedad__especie__tipo_val_1314"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPITÁNY";"ter_attr_cultivo_152_variedad__especie__tipo_val_1315"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPIZERA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1316"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPPONE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1317"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPRIMA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1318"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPRO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1319"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPRUS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1320"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPSI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1321"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPTUR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1322"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPUCHIN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1323"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAPYA F MAXX";"ter_attr_cultivo_152_variedad__especie__tipo_val_1324"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KARD";"ter_attr_cultivo_152_variedad__especie__tipo_val_1325"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KARIBU";"ter_attr_cultivo_152_variedad__especie__tipo_val_1326"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KARLONE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1327"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KARMEN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1328"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KAROLA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1329"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KARPATHOS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1330"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KASANDRA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1331"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KASAYA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1332"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KASIA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1333"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KASKADA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1334"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KATELA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1335"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KATION";"ter_attr_cultivo_152_variedad__especie__tipo_val_1336"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KATMANDU";"ter_attr_cultivo_152_variedad__especie__tipo_val_1337"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KATRENA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1338"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KBZO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1339"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KECELI 1";"ter_attr_cultivo_152_variedad__especie__tipo_val_1340"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KECELI FEHER";"ter_attr_cultivo_152_variedad__especie__tipo_val_1341"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KECELI ORIAS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1342"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KEESSIE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1343"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KEHLIBAR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1344"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KENT";"ter_attr_cultivo_152_variedad__especie__tipo_val_1345"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KEYTEN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1346"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KHAN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1347"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KHASKI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1348"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KHAZAR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1349"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KIIROI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1350"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KILIÁN";"ter_attr_cultivo_152_variedad__especie__tipo_val_1351"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KIMBO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1352"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KING";"ter_attr_cultivo_152_variedad__especie__tipo_val_1353"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KING ARTHUR";"ter_attr_cultivo_152_variedad__especie__tipo_val_1354"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KINIZSI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1355"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KINTAL";"ter_attr_cultivo_152_variedad__especie__tipo_val_1356"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KIOTO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1357"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KIRAM";"ter_attr_cultivo_152_variedad__especie__tipo_val_1358"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KIRKE";"ter_attr_cultivo_152_variedad__especie__tipo_val_1359"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KIRUNA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1360"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KISO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1361"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KLAPKA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1362"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KLUBÍ?KO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1363"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KNEDLÍ?EK";"ter_attr_cultivo_152_variedad__especie__tipo_val_1364"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOBALT";"ter_attr_cultivo_152_variedad__especie__tipo_val_1365"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOBOLD";"ter_attr_cultivo_152_variedad__especie__tipo_val_1366"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOCSOLAI";"ter_attr_cultivo_152_variedad__especie__tipo_val_1367"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KODAIRA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1368"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOH CHANG";"ter_attr_cultivo_152_variedad__especie__tipo_val_1369"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOH TAO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1370"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOMTESA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1371"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KONTRA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1372"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KORA ZEL";"ter_attr_cultivo_152_variedad__especie__tipo_val_1373"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KORDARA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1374"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KORNELYA";"ter_attr_cultivo_152_variedad__especie__tipo_val_1375"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOROSKO";"ter_attr_cultivo_152_variedad__especie__tipo_val_1376"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KORÁL";"ter_attr_cultivo_152_variedad__especie__tipo_val_1377"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOSTAS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1378"
"Farming/Vegetables/PIMIENTO";"Variedad/ Especie/ Tipo";"KOUROS";"ter_attr_cultivo_152_variedad__especie__tipo_val_1379"
