"use_type_path";"attribute_name";"value_name";"external_id"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GUADIANA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2136"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GUILLERMO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2137"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GUIMAUVE";"ter_attr_cultivo_4_variedad__especie__tipo_val_2138"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GUIMLY WX";"ter_attr_cultivo_4_variedad__especie__tipo_val_2139"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GULLIVER";"ter_attr_cultivo_4_variedad__especie__tipo_val_2140"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW0185";"ter_attr_cultivo_4_variedad__especie__tipo_val_2141"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW0494";"ter_attr_cultivo_4_variedad__especie__tipo_val_2142"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW0739";"ter_attr_cultivo_4_variedad__especie__tipo_val_2143"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW1083";"ter_attr_cultivo_4_variedad__especie__tipo_val_2144"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW1261";"ter_attr_cultivo_4_variedad__especie__tipo_val_2145"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW1282";"ter_attr_cultivo_4_variedad__especie__tipo_val_2146"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW2042";"ter_attr_cultivo_4_variedad__especie__tipo_val_2147"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW2063";"ter_attr_cultivo_4_variedad__especie__tipo_val_2148"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW2110";"ter_attr_cultivo_4_variedad__especie__tipo_val_2149"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW2122";"ter_attr_cultivo_4_variedad__especie__tipo_val_2150"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW3159";"ter_attr_cultivo_4_variedad__especie__tipo_val_2151"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW3378";"ter_attr_cultivo_4_variedad__especie__tipo_val_2152"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW3436";"ter_attr_cultivo_4_variedad__especie__tipo_val_2153"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW3807";"ter_attr_cultivo_4_variedad__especie__tipo_val_2154"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW3808";"ter_attr_cultivo_4_variedad__especie__tipo_val_2155"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW4627";"ter_attr_cultivo_4_variedad__especie__tipo_val_2156"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW4798";"ter_attr_cultivo_4_variedad__especie__tipo_val_2157"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW53182";"ter_attr_cultivo_4_variedad__especie__tipo_val_2158"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW6479";"ter_attr_cultivo_4_variedad__especie__tipo_val_2159"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW7382";"ter_attr_cultivo_4_variedad__especie__tipo_val_2160"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW8002";"ter_attr_cultivo_4_variedad__especie__tipo_val_2161"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW8361";"ter_attr_cultivo_4_variedad__especie__tipo_val_2162"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW8430";"ter_attr_cultivo_4_variedad__especie__tipo_val_2163"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW8437";"ter_attr_cultivo_4_variedad__especie__tipo_val_2164"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW8653";"ter_attr_cultivo_4_variedad__especie__tipo_val_2165"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GW9003";"ter_attr_cultivo_4_variedad__especie__tipo_val_2166"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"GWENDOLEEN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2167"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HABITAT";"ter_attr_cultivo_4_variedad__especie__tipo_val_2168"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HADRIAN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2169"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HAGRID";"ter_attr_cultivo_4_variedad__especie__tipo_val_2170"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HAIKO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2171"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HAJNAL";"ter_attr_cultivo_4_variedad__especie__tipo_val_2172"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HAMILTON";"ter_attr_cultivo_4_variedad__especie__tipo_val_2173"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HANGA LM";"ter_attr_cultivo_4_variedad__especie__tipo_val_2174"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HANNESSCHWARZ";"ter_attr_cultivo_4_variedad__especie__tipo_val_2175"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HANNI";"ter_attr_cultivo_4_variedad__especie__tipo_val_2176"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HANNOKI";"ter_attr_cultivo_4_variedad__especie__tipo_val_2177"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HANOMAC";"ter_attr_cultivo_4_variedad__especie__tipo_val_2178"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HAPAK";"ter_attr_cultivo_4_variedad__especie__tipo_val_2179"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HARDWARE";"ter_attr_cultivo_4_variedad__especie__tipo_val_2180"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HARIS NS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2181"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HARMONIUM";"ter_attr_cultivo_4_variedad__especie__tipo_val_2182"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HARMONY";"ter_attr_cultivo_4_variedad__especie__tipo_val_2183"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HARUKA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2184"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HASHTAG";"ter_attr_cultivo_4_variedad__especie__tipo_val_2185"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HASTINGS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2186"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HATAY";"ter_attr_cultivo_4_variedad__especie__tipo_val_2187"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HAWKINGS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2188"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HAXXE";"ter_attr_cultivo_4_variedad__especie__tipo_val_2189"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HCL437BT1";"ter_attr_cultivo_4_variedad__especie__tipo_val_2190"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HCL519BT1";"ter_attr_cultivo_4_variedad__especie__tipo_val_2191"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HEAVEN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2192"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HECTORIO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2193"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HELEN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2194"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HELEN BT";"ter_attr_cultivo_4_variedad__especie__tipo_val_2195"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HERCULIO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2196"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HERKULI CS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2197"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HERMEEN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2198"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HERMINO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2199"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HERZOG";"ter_attr_cultivo_4_variedad__especie__tipo_val_2200"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HIDO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2201"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HIGARA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2202"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HIGHLAND";"ter_attr_cultivo_4_variedad__especie__tipo_val_2203"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HIPSTER";"ter_attr_cultivo_4_variedad__especie__tipo_val_2204"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HIRONDEL";"ter_attr_cultivo_4_variedad__especie__tipo_val_2205"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HITAL";"ter_attr_cultivo_4_variedad__especie__tipo_val_2206"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HITALGO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2207"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HITMEN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2208"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOAX";"ter_attr_cultivo_4_variedad__especie__tipo_val_2209"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOAZIX";"ter_attr_cultivo_4_variedad__especie__tipo_val_2210"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOLERI CS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2211"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOLLA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2212"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOMANZA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2213"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOMELAND";"ter_attr_cultivo_4_variedad__especie__tipo_val_2214"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HONOREEN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2215"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HONORIFIX";"ter_attr_cultivo_4_variedad__especie__tipo_val_2216"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HONORO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2217"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOOLIGAN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2218"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOOPA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2219"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HORVELIA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2220"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOTLINE";"ter_attr_cultivo_4_variedad__especie__tipo_val_2221"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOTSPOT";"ter_attr_cultivo_4_variedad__especie__tipo_val_2222"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOUSTON";"ter_attr_cultivo_4_variedad__especie__tipo_val_2223"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HOXEGOR WAXY";"ter_attr_cultivo_4_variedad__especie__tipo_val_2224"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HUBERTO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2225"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HUBOSS YG";"ter_attr_cultivo_4_variedad__especie__tipo_val_2226"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HUDERZO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2227"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HUMPHREY";"ter_attr_cultivo_4_variedad__especie__tipo_val_2228"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HUNOR";"ter_attr_cultivo_4_variedad__especie__tipo_val_2229"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HURRICANE";"ter_attr_cultivo_4_variedad__especie__tipo_val_2230"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HUSAR";"ter_attr_cultivo_4_variedad__especie__tipo_val_2231"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"HUXLEY";"ter_attr_cultivo_4_variedad__especie__tipo_val_2232"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IBARAMA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2233"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ICARE";"ter_attr_cultivo_4_variedad__especie__tipo_val_2234"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ICEVO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2235"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IDA MGT";"ter_attr_cultivo_4_variedad__especie__tipo_val_2236"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IDANIKO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2237"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IDEFIX";"ter_attr_cultivo_4_variedad__especie__tipo_val_2238"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IDENTITY";"ter_attr_cultivo_4_variedad__especie__tipo_val_2239"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IDYLL";"ter_attr_cultivo_4_variedad__especie__tipo_val_2240"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IKUMI";"ter_attr_cultivo_4_variedad__especie__tipo_val_2241"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ILEO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2242"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ILIRKA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2243"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ILLANGO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2244"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ILLUSTRADO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2245"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ILLUSTRO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2246"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IMEDIA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2247"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IMOTEP";"ter_attr_cultivo_4_variedad__especie__tipo_val_2248"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IMPAKTIT";"ter_attr_cultivo_4_variedad__especie__tipo_val_2249"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IMPEC";"ter_attr_cultivo_4_variedad__especie__tipo_val_2250"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INAGUA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2251"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INCEPTION";"ter_attr_cultivo_4_variedad__especie__tipo_val_2252"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INCLUSIV";"ter_attr_cultivo_4_variedad__especie__tipo_val_2253"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1012";"ter_attr_cultivo_4_variedad__especie__tipo_val_2254"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1114";"ter_attr_cultivo_4_variedad__especie__tipo_val_2255"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1162";"ter_attr_cultivo_4_variedad__especie__tipo_val_2256"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1311";"ter_attr_cultivo_4_variedad__especie__tipo_val_2257"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1316";"ter_attr_cultivo_4_variedad__especie__tipo_val_2258"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1320";"ter_attr_cultivo_4_variedad__especie__tipo_val_2259"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1341";"ter_attr_cultivo_4_variedad__especie__tipo_val_2260"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1355";"ter_attr_cultivo_4_variedad__especie__tipo_val_2261"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1397";"ter_attr_cultivo_4_variedad__especie__tipo_val_2262"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1543";"ter_attr_cultivo_4_variedad__especie__tipo_val_2263"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1628";"ter_attr_cultivo_4_variedad__especie__tipo_val_2264"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1631";"ter_attr_cultivo_4_variedad__especie__tipo_val_2265"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1752";"ter_attr_cultivo_4_variedad__especie__tipo_val_2266"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1765";"ter_attr_cultivo_4_variedad__especie__tipo_val_2267"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1788";"ter_attr_cultivo_4_variedad__especie__tipo_val_2268"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1822";"ter_attr_cultivo_4_variedad__especie__tipo_val_2269"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM1917";"ter_attr_cultivo_4_variedad__especie__tipo_val_2270"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEM668";"ter_attr_cultivo_4_variedad__especie__tipo_val_2271"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDEXX";"ter_attr_cultivo_4_variedad__especie__tipo_val_2272"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INDUXION";"ter_attr_cultivo_4_variedad__especie__tipo_val_2273"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INFINI CS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2274"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INFLUENCE";"ter_attr_cultivo_4_variedad__especie__tipo_val_2275"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INFOLIO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2276"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INFORMATIKA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2277"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INFORMIA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2278"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INGENIO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2279"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INICI";"ter_attr_cultivo_4_variedad__especie__tipo_val_2280"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INIESTO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2281"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INIKO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2282"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INISSIA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2283"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INITIAL";"ter_attr_cultivo_4_variedad__especie__tipo_val_2284"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INITIATOR";"ter_attr_cultivo_4_variedad__especie__tipo_val_2285"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INITIO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2286"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INJECTA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2287"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INSERTIS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2288"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INSPIRIA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2289"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INSPIRO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2290"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INSTILLA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2291"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INSTINCT";"ter_attr_cultivo_4_variedad__especie__tipo_val_2292"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INSTORIA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2293"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INSTRUKTOR";"ter_attr_cultivo_4_variedad__especie__tipo_val_2294"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INTENSI";"ter_attr_cultivo_4_variedad__especie__tipo_val_2295"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INTERACTIS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2296"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INTERET";"ter_attr_cultivo_4_variedad__especie__tipo_val_2297"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INTERSTELLAR";"ter_attr_cultivo_4_variedad__especie__tipo_val_2298"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INTITUL";"ter_attr_cultivo_4_variedad__especie__tipo_val_2299"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INTUITION";"ter_attr_cultivo_4_variedad__especie__tipo_val_2300"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INVADOR";"ter_attr_cultivo_4_variedad__especie__tipo_val_2301"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INVASION";"ter_attr_cultivo_4_variedad__especie__tipo_val_2302"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INVISIO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2303"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INVITATION";"ter_attr_cultivo_4_variedad__especie__tipo_val_2304"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"INVOLVA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2305"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IOANIDO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2306"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IONITI";"ter_attr_cultivo_4_variedad__especie__tipo_val_2307"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IPNOTIK";"ter_attr_cultivo_4_variedad__especie__tipo_val_2308"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IQUIQUE";"ter_attr_cultivo_4_variedad__especie__tipo_val_2309"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IR20";"ter_attr_cultivo_4_variedad__especie__tipo_val_2310"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IRIDEL";"ter_attr_cultivo_4_variedad__especie__tipo_val_2311"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IRINA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2312"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IROKWA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2313"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IRON";"ter_attr_cultivo_4_variedad__especie__tipo_val_2314"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IRONA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2315"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IROY";"ter_attr_cultivo_4_variedad__especie__tipo_val_2316"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"IRRIDEOS";"ter_attr_cultivo_4_variedad__especie__tipo_val_2317"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISADORA";"ter_attr_cultivo_4_variedad__especie__tipo_val_2318"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISANTO";"ter_attr_cultivo_4_variedad__especie__tipo_val_2319"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISBERI";"ter_attr_cultivo_4_variedad__especie__tipo_val_2320"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISERAN";"ter_attr_cultivo_4_variedad__especie__tipo_val_2321"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISH201";"ter_attr_cultivo_4_variedad__especie__tipo_val_2322"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISH205";"ter_attr_cultivo_4_variedad__especie__tipo_val_2323"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISH206";"ter_attr_cultivo_4_variedad__especie__tipo_val_2324"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISH208";"ter_attr_cultivo_4_variedad__especie__tipo_val_2325"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISH302V";"ter_attr_cultivo_4_variedad__especie__tipo_val_2326"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo";"ISH303";"ter_attr_cultivo_4_variedad__especie__tipo_val_2327"
