"use_type_path";"attribute_name";"value_name"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CASTELPORZIANO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CASTIGLIONE GLABRO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CASTRO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CATALDO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CATASTA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CATONE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CELTA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CENTRODUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CERES"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CESARE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CHIARA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CHIENTI"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CHISTERA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CHRYSSODUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CIBERIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CICCIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CICIREDDA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CICLOPE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CINCINNATO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CLAUDIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CLETO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CLOVIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"COFFA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"COLENO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"COLLIODUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"COLOMBO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"COLORADO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"COLOSSEO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CONCADORO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CONFUCIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CONTADOU"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CORALLO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CORDOUE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CORE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CORONADO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"COSMODUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"COSMOSTAR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CREDIT"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CRESO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CRIVU"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"CUSPIDE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"D126035"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"D851026"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DAKTER"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DANUBE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DARIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DAUNIA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DAURUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DELTANIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DENITSA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DERRICK"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DEVES"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DEYANA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DEYCHE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DIADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DIAMANTE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DIGITAL"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DIMOKRITOS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DIOGENE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DOLMINO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DOMINO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DOMIZIANO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON CRISTOBAL"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON FERRÁN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON IGNACIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON JAIME"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON JOSÉ"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON JULIAN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON MATTEO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON MAXIMO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON NORMAN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON ORTEGA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON RICARDO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON SEBASTIAN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON VALENTIN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DON VALENTÍN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DORATO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DORIDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DORONDON"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DOUDOU"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUETTO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUILIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUNAVIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUPLEX"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUPRI"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURADERO=GALLARETA=GRANIZO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURAFEE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURAGRO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURALIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURAMONTE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURANGO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURASOL"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURASUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURAVERDE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURENTAL"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUROFINUS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUROFLAVUS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUROFOX"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUROI"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUROLUX"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DUROMAX"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURONESSE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DURTRES"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"DYLAN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"EBNEFSIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ECEM"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"EGEO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ELCANTO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ELECTRODUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ELIO VSD"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ELPIDA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ELSADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"EMILIO LEPIDO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ERMES"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ESCAL"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ETNEA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ETTORE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"EURODURO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"EXPLOIT"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"EXTREMEÑO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FABULIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FADO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FARAH"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FARICELLO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FARIDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FEDELE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FEDERICO II"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FELSINA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FIORE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FISCEDOU"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FLORADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FORMIDOU"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FORTORE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FRANCESA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FUEGO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FULGUR SZS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FURIO CAMILLO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"FUSILOU"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GAMEX= DON PEDRO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GARDENA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GARGANO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GATTOPARDO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GATTUSO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GENIALE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GHIBLI"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIANNI"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIBRALTAR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIBUS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIEMME"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIGLIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GINGAO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GINGÃO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIOIA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIOVE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GITAGO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GITKADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIULIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GIUSTALISA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GK ARRIDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GK BÉTADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GK JULIDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GK SELYEMDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GRADOR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GRANDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GRANDUR FD"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GRAZIA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GREC"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GRECALE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GREGORIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GROWBAR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GS ARMANDO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GUADALSO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GUADIX"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"GUALLARDO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"HARISTIDE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"HATHOR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"HEKABE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"HELIKS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"HERAKLION"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"HISPASANO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"HOMER"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IBERUS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IDEFIX"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"INCANTO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"INCONTRO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"INDOMITO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"INIZIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"INTENSO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"INVERDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IRIDE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS BELLADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS DURABLANK"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS DURAGOLD"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS DURANEGRA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS FORTIDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS KARMADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS OPTIDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS POMPADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"IS TURANDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ISD21424"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ISD21MF3720"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ISOLA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"ITALO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"JOSEPHINA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"K26"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KANAKIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KARALIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KARUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KEHLIBAR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KENOBI"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KIKO NICK"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KOLIAS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KORDO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KORMORAN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"KYPEROUNDA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LABOMBA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LANCIA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LATINO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LATINUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LEARCO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LEMARES"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LEMUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LESINA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LEVANTE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG ACROPOLIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG ACRÓPOLIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG ANUBIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG AVENSIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG BORIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG CEMAKO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG CONFIANZA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG DAVIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG EMBRUJO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG ENFASIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG ESPINETE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG FRUCTIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG HIPNOSIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG INDIANAPOLIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG LAUREANO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG LUIGIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG NAUDARIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG NOVALIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG QUOVADIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG UNAMUNO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LG YSATIS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LIBECCIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LICINIUS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LIMBODUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LIMNOS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LOGAN"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LUCERO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LUCSO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LUMINA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LUNADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LUPIDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LYLOU"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"LYSIMACHOS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MACISTE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MAESTRALE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MAESTÁ"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MAGELLANO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MAKRODUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MALAKOS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MALEKOS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MALENA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MAMELI"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MANIFESTO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MARAKAS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MARCO AURELIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MARIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MARTINELLA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MARTINUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MARZELLINA DELL'APPENNINO SANNITA IRPINO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MASCARINO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MASSAROTTO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MASSIMO MERIDIO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MATT"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MATUSALEM"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MAZOTOS"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MELINA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MENELAO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MERIDIANO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MERKADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MEXIKALI 81"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MIMMO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MINOSSE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MIRABEL"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MIRADOUX"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MIRELA"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MONASTIR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MONGIBELLO"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MONTALE"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MORT"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MORU"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MURSKA BELA DEL"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MURSKA DOLGOKLASA DEL"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV HUNDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV MAGNADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV MASNIDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV PELSODUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV PENNEDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV PILLEDUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV SZULADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV TRILLADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV VEKADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"MV VÉKADUR"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo";"NABALIO"
