"use_type_path";"attribute_name";"value_name"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MALVASÍA DE BANYALBUFAR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MALVASÍA RIOJANA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MAMELLA DE VACA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MANCES DE CAPDELL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MANCES DE TIBUS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MANDO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MANDÓN"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MANTO NEGRO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MAQUIAS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARFAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARINA RION"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARISANCHO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARMAJUELO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARQUETTE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARQUÉS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARSELAN"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARTINA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MARÍA ORDOÑA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MATILDE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MATURANA BLANCA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MATURANA TINTA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MAULA N"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MAZUELA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MAZUELO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MC69"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MEDUNIO B"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MELONERA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MENCIA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MERENZAO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MERLOT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MERLOT KANTHUS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MERLOT KHORUS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MERSEGUERA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MESANIA B"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MICHELE PALIERI"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MIGUEL DEL ARCO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MILANA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MILLENNIUM"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MIZANCHO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOLINERA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOLL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOLLAR CANO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MONASTRELL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MONDRAGON"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MONEU"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MONTONEC"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MONTONEGA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MONTONERA DEL CASAR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MONTORI"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MONTUA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MORAVIA AGRIA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MORAVIA DULCE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MORENILLO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MORENILLO DE LA HOYA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MORIBEL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MORISCA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MORISTEL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL DE ALCOBAÇA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL DE ALEJANDRIA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL DE GRANO MENUDO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL DE GRANO MENUDO ROJO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL DE HAMBURGO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL DE MALAGA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL GALEGO BRANCO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL MORISCO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL NEGRO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATEL SERRANO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATELL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATELL ROMA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOSCATO BIANCO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOURAZ"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MOURVEDRE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MT103"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MULATA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MUREX N"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MUSA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MUSCAT D'ISTAMBOUL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MUSTY"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MYRTIA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"MÉSZIKADAR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAPARO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAPOLEON"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAVSEL 1"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAVSEL 2"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAVSEL 20"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAVSEL 21"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAVSEL 3"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAVSEL 4"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAVSEL 5"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NAVSEL 6"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NEGRAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NEGRAMOLL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NEGREDA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NEGRO SAURÍ"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NEMADEX ALAIN BOUQUET"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NERO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NETIUM N"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NIKOLETA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NORBA N"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"NOURATON"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"OHANES"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ONDARRABI BELTZA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ONDARRABI ZUBI"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ONECA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"OPALOR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"OPORTO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ORION"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PALIERI"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PALOMINO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PALOMINO FINO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PALOMINO NEGRO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PAMPOLAT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PANSA BLANCA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PANSA ROSADA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PANSAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PARDILLO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PARDINA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PARELLADA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PARRALETA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PARREL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PASTORA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PEDRAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PEDRO XIMENEZ"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PENSAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PEPITA DE ORO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PEPITA ROSADA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PERLETTE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PERRUNO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PETIT COURBU"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PETIT MANSENG"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PETIT VERDOT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PEU DE RATA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PEUCETIA B"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PHILIPP"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PICAPOLL BLANCO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PICAPOLL NEGRO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PICARLAT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PINOT GRIS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PINOT ISKRA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PINOT KORS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PINOT MEUNIER"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PINOT NOIR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PINOT REGINA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PINOTIN"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PINTADA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PIRENE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PIZZUTELLO NEGRO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PLANTA FINA DE PEDRALBA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PLANTA MULA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PLANTA NOVA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PLUTO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PREMIER"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PRENSAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PRIETO PICUDO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PRIMA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PRIME"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PRINCESS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PUESTA EN CRUZ"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PUESTO MAYOR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PUGLIESE BE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"PÁLMA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"QUEEN"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"QUEROL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"QUIEBRATINAJAS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"QUIGAT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"QUÍPAR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"R. DE LOT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"R.S.B. 1"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RABIGATO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RAGOL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RALLI SEEDLESS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RANCHELLA N"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RATIÑO GALLEGA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"REBELIA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RECLIA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RECYBEL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RED GLOBE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"REDORA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"REGENT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"REGINA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"REINA DE LAS VIÑAS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RIESLING"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROBAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROESLER"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROJAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROJAL TINTA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROME"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RONDO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROSAKI"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROSETI"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROUSSANNE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"ROYAL"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RUBY CABERNET"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RUBY SEEDLESS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RUEN"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RUFETE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RUFETE SERRANO BLANCO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RUGGIERO LACERENZA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"RÁTHAY"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SABATER"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SABRO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SAMSO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SANGUINA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SANTA FE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SATIN NOIR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SAUVIGNAC"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SAUVIGNON BLANC"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SAUVIGNON KRETOS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SAUVIGNON NEPIS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SAUVIGNON RYTOS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SAUVITAGE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SAVAGNIN BLANC"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SELENOR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SELMA BLANCA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SEMILLON"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SERVANT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 10"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 101"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 104"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 105"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 11"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 12"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 13"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 16"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 17"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 18"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 2"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 20"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 21"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 25"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 26"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 3"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 4"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 5"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 6"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 8"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SHEEGENE 9"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SIN VARIEDAD"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SINSO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SIRANO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SIRIS N"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SIRIUS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SOLANA"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SOLARIS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SORELI"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SOUSON"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"STACEY"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"STEFANIE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"STURNI RS"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUBIRAT PARENT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAEIGHTEEN"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFIFTY"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFIFTYFIVE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFIFTYFOUR"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFIFTYONE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFIFTYTHREE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFIFTYTWO"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFIVE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFORTY"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFORTYEIGHT"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFORTYFIVE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFORTYNINE"
"Farming/Fruit trees (non-citrus)/VIÑA";"Variedad/ Especie/ Tipo";"SUGRAFORTYONE"
