"use_type_path";"attribute_name"
"Farming/Other/BLEDO COMÚN";"Fruit tree"
"Farming/Other/BLEDO COMÚN";"Shell fruits"
"Farming/Other/BLEDO COMÚN";"Aromatic condiment medicinal"
"Farming/Other/BLEDO COMÚN";"Direct sowing"
"Farming/Other/BLEDO COMÚN";"Improving species"
"Farming/Other/BLEDO COMÚN";"Short-cycle forestry"
"Farming/Other/BLEDO COMÚN";"Woody"
"Farming/Other/BLEDO COMÚN";"Cropland"
"Farming/Other/BLEDO COMÚN";"Permanent crops"
"Farming/Other/BLEDO COMÚN";"Permanent pasture"
"Farming/Other/BLEDO COMÚN";"Forest"
"Farming/Other/BLEDO COMÚN";"Legumes"
"Farming/Other/BLEDO COMÚN";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/BLEDO COMÚN";"Integrated"
"Farming/Other/MOCO DE PAVO";"Latin"
"Farming/Other/MOCO DE PAVO";"EPPO"
"Farming/Other/MOCO DE PAVO";"C. UPOV"
"Farming/Other/MOCO DE PAVO";"Horticultural"
"Farming/Other/MOCO DE PAVO";"Energetic"
"Farming/Other/MOCO DE PAVO";"Fruit tree"
"Farming/Other/MOCO DE PAVO";"Shell fruits"
"Farming/Other/MOCO DE PAVO";"Aromatic condiment medicinal"
"Farming/Other/MOCO DE PAVO";"Direct sowing"
"Farming/Other/MOCO DE PAVO";"Improving species"
"Farming/Other/MOCO DE PAVO";"Short-cycle forestry"
"Farming/Other/MOCO DE PAVO";"Woody"
"Farming/Other/MOCO DE PAVO";"Cropland"
"Farming/Other/MOCO DE PAVO";"Permanent crops"
"Farming/Other/MOCO DE PAVO";"Permanent pasture"
"Farming/Other/MOCO DE PAVO";"Forest"
"Farming/Other/MOCO DE PAVO";"Legumes"
"Farming/Other/MOCO DE PAVO";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/MOCO DE PAVO";"Integrated"
"Farming/Other/AMARANTO ROJO";"Latin"
"Farming/Other/AMARANTO ROJO";"EPPO"
"Farming/Other/AMARANTO ROJO";"C. UPOV"
"Farming/Other/AMARANTO ROJO";"Horticultural"
"Farming/Other/AMARANTO ROJO";"Energetic"
"Farming/Other/AMARANTO ROJO";"Fruit tree"
"Farming/Other/AMARANTO ROJO";"Shell fruits"
"Farming/Other/AMARANTO ROJO";"Aromatic condiment medicinal"
"Farming/Other/AMARANTO ROJO";"Direct sowing"
"Farming/Other/AMARANTO ROJO";"Improving species"
"Farming/Other/AMARANTO ROJO";"Short-cycle forestry"
"Farming/Other/AMARANTO ROJO";"Woody"
"Farming/Other/AMARANTO ROJO";"Cropland"
"Farming/Other/AMARANTO ROJO";"Permanent crops"
"Farming/Other/AMARANTO ROJO";"Permanent pasture"
"Farming/Other/AMARANTO ROJO";"Forest"
"Farming/Other/AMARANTO ROJO";"Legumes"
"Farming/Other/AMARANTO ROJO";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/AMARANTO ROJO";"Integrated"
"Farming/Woody others/SABINA NEGRA";"Latin"
"Farming/Woody others/SABINA NEGRA";"EPPO"
"Farming/Woody others/SABINA NEGRA";"C. UPOV"
"Farming/Woody others/SABINA NEGRA";"Horticultural"
"Farming/Woody others/SABINA NEGRA";"Energetic"
"Farming/Woody others/SABINA NEGRA";"Fruit tree"
"Farming/Woody others/SABINA NEGRA";"Shell fruits"
"Farming/Woody others/SABINA NEGRA";"Aromatic condiment medicinal"
"Farming/Woody others/SABINA NEGRA";"Direct sowing"
"Farming/Woody others/SABINA NEGRA";"Improving species"
"Farming/Woody others/SABINA NEGRA";"Short-cycle forestry"
"Farming/Woody others/SABINA NEGRA";"Woody"
"Farming/Woody others/SABINA NEGRA";"Cropland"
"Farming/Woody others/SABINA NEGRA";"Permanent crops"
"Farming/Woody others/SABINA NEGRA";"Permanent pasture"
"Farming/Woody others/SABINA NEGRA";"Forest"
"Farming/Woody others/SABINA NEGRA";"Legumes"
"Farming/Woody others/SABINA NEGRA";"Unharvested zone cereals legumes oilseeds"
"Farming/Woody others/SABINA NEGRA";"Integrated"
"Farming/Woody others/SABINA ALBAR";"Latin"
"Farming/Woody others/SABINA ALBAR";"EPPO"
"Farming/Woody others/SABINA ALBAR";"C. UPOV"
"Farming/Woody others/SABINA ALBAR";"Horticultural"
"Farming/Woody others/SABINA ALBAR";"Energetic"
"Farming/Woody others/SABINA ALBAR";"Fruit tree"
"Farming/Woody others/SABINA ALBAR";"Shell fruits"
"Farming/Woody others/SABINA ALBAR";"Aromatic condiment medicinal"
"Farming/Woody others/SABINA ALBAR";"Direct sowing"
"Farming/Woody others/SABINA ALBAR";"Improving species"
"Farming/Woody others/SABINA ALBAR";"Short-cycle forestry"
"Farming/Woody others/SABINA ALBAR";"Woody"
"Farming/Woody others/SABINA ALBAR";"Cropland"
"Farming/Woody others/SABINA ALBAR";"Permanent crops"
"Farming/Woody others/SABINA ALBAR";"Permanent pasture"
"Farming/Woody others/SABINA ALBAR";"Forest"
"Farming/Woody others/SABINA ALBAR";"Legumes"
"Farming/Woody others/SABINA ALBAR";"Unharvested zone cereals legumes oilseeds"
"Farming/Woody others/SABINA ALBAR";"Integrated"
"Farming/Woody others/SABINA RASTRERA";"Latin"
"Farming/Woody others/SABINA RASTRERA";"EPPO"
"Farming/Woody others/SABINA RASTRERA";"C. UPOV"
"Farming/Woody others/SABINA RASTRERA";"Horticultural"
"Farming/Woody others/SABINA RASTRERA";"Energetic"
"Farming/Woody others/SABINA RASTRERA";"Fruit tree"
"Farming/Woody others/SABINA RASTRERA";"Shell fruits"
"Farming/Woody others/SABINA RASTRERA";"Aromatic condiment medicinal"
"Farming/Woody others/SABINA RASTRERA";"Direct sowing"
"Farming/Woody others/SABINA RASTRERA";"Improving species"
"Farming/Woody others/SABINA RASTRERA";"Short-cycle forestry"
"Farming/Woody others/SABINA RASTRERA";"Woody"
"Farming/Woody others/SABINA RASTRERA";"Cropland"
"Farming/Woody others/SABINA RASTRERA";"Permanent crops"
"Farming/Woody others/SABINA RASTRERA";"Permanent pasture"
"Farming/Woody others/SABINA RASTRERA";"Forest"
"Farming/Woody others/SABINA RASTRERA";"Legumes"
"Farming/Woody others/SABINA RASTRERA";"Unharvested zone cereals legumes oilseeds"
"Farming/Woody others/SABINA RASTRERA";"Integrated"
"Farming/Other/CLAVEL";"Latin"
"Farming/Other/CLAVEL";"EPPO"
"Farming/Other/CLAVEL";"C. UPOV"
"Farming/Other/CLAVEL";"Horticultural"
"Farming/Other/CLAVEL";"Energetic"
"Farming/Other/CLAVEL";"Fruit tree"
"Farming/Other/CLAVEL";"Shell fruits"
"Farming/Other/CLAVEL";"Aromatic condiment medicinal"
"Farming/Other/CLAVEL";"Direct sowing"
"Farming/Other/CLAVEL";"Improving species"
"Farming/Other/CLAVEL";"Short-cycle forestry"
"Farming/Other/CLAVEL";"Woody"
"Farming/Other/CLAVEL";"Cropland"
"Farming/Other/CLAVEL";"Permanent crops"
"Farming/Other/CLAVEL";"Permanent pasture"
"Farming/Other/CLAVEL";"Forest"
"Farming/Other/CLAVEL";"Legumes"
"Farming/Other/CLAVEL";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/CLAVEL";"Integrated"
"Farming/Other/ROSA";"Latin"
"Farming/Other/ROSA";"EPPO"
"Farming/Other/ROSA";"C. UPOV"
"Farming/Other/ROSA";"Horticultural"
"Farming/Other/ROSA";"Energetic"
"Farming/Other/ROSA";"Fruit tree"
"Farming/Other/ROSA";"Shell fruits"
"Farming/Other/ROSA";"Aromatic condiment medicinal"
"Farming/Other/ROSA";"Direct sowing"
"Farming/Other/ROSA";"Improving species"
"Farming/Other/ROSA";"Short-cycle forestry"
"Farming/Other/ROSA";"Woody"
"Farming/Other/ROSA";"Cropland"
"Farming/Other/ROSA";"Permanent crops"
"Farming/Other/ROSA";"Permanent pasture"
"Farming/Other/ROSA";"Forest"
"Farming/Other/ROSA";"Legumes"
"Farming/Other/ROSA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/ROSA";"Integrated"
"Farming/Other/ANTHURIUM";"Latin"
"Farming/Other/ANTHURIUM";"EPPO"
"Farming/Other/ANTHURIUM";"C. UPOV"
"Farming/Other/ANTHURIUM";"Horticultural"
"Farming/Other/ANTHURIUM";"Energetic"
"Farming/Other/ANTHURIUM";"Fruit tree"
"Farming/Other/ANTHURIUM";"Shell fruits"
"Farming/Other/ANTHURIUM";"Aromatic condiment medicinal"
"Farming/Other/ANTHURIUM";"Direct sowing"
"Farming/Other/ANTHURIUM";"Improving species"
"Farming/Other/ANTHURIUM";"Short-cycle forestry"
"Farming/Other/ANTHURIUM";"Woody"
"Farming/Other/ANTHURIUM";"Cropland"
"Farming/Other/ANTHURIUM";"Permanent crops"
"Farming/Other/ANTHURIUM";"Permanent pasture"
"Farming/Other/ANTHURIUM";"Forest"
"Farming/Other/ANTHURIUM";"Legumes"
"Farming/Other/ANTHURIUM";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/ANTHURIUM";"Integrated"
"Farming/Other/ASTER";"Latin"
"Farming/Other/ASTER";"EPPO"
"Farming/Other/ASTER";"C. UPOV"
"Farming/Other/ASTER";"Horticultural"
"Farming/Other/ASTER";"Energetic"
"Farming/Other/ASTER";"Fruit tree"
"Farming/Other/ASTER";"Shell fruits"
"Farming/Other/ASTER";"Aromatic condiment medicinal"
"Farming/Other/ASTER";"Direct sowing"
"Farming/Other/ASTER";"Improving species"
"Farming/Other/ASTER";"Short-cycle forestry"
"Farming/Other/ASTER";"Woody"
"Farming/Other/ASTER";"Cropland"
"Farming/Other/ASTER";"Permanent crops"
"Farming/Other/ASTER";"Permanent pasture"
"Farming/Other/ASTER";"Forest"
"Farming/Other/ASTER";"Legumes"
"Farming/Other/ASTER";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/ASTER";"Integrated"
"Farming/Other/CATTLEYA";"Latin"
"Farming/Other/CATTLEYA";"EPPO"
"Farming/Other/CATTLEYA";"C. UPOV"
"Farming/Other/CATTLEYA";"Horticultural"
"Farming/Other/CATTLEYA";"Energetic"
"Farming/Other/CATTLEYA";"Fruit tree"
"Farming/Other/CATTLEYA";"Shell fruits"
"Farming/Other/CATTLEYA";"Aromatic condiment medicinal"
"Farming/Other/CATTLEYA";"Direct sowing"
"Farming/Other/CATTLEYA";"Improving species"
"Farming/Other/CATTLEYA";"Short-cycle forestry"
"Farming/Other/CATTLEYA";"Woody"
"Farming/Other/CATTLEYA";"Cropland"
"Farming/Other/CATTLEYA";"Permanent crops"
"Farming/Other/CATTLEYA";"Permanent pasture"
"Farming/Other/CATTLEYA";"Forest"
"Farming/Other/CATTLEYA";"Legumes"
"Farming/Other/CATTLEYA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/CATTLEYA";"Integrated"
"Farming/Other/FREESIA";"Latin"
"Farming/Other/FREESIA";"EPPO"
"Farming/Other/FREESIA";"C. UPOV"
"Farming/Other/FREESIA";"Horticultural"
"Farming/Other/FREESIA";"Energetic"
"Farming/Other/FREESIA";"Fruit tree"
"Farming/Other/FREESIA";"Shell fruits"
"Farming/Other/FREESIA";"Aromatic condiment medicinal"
"Farming/Other/FREESIA";"Direct sowing"
"Farming/Other/FREESIA";"Improving species"
"Farming/Other/FREESIA";"Short-cycle forestry"
"Farming/Other/FREESIA";"Woody"
"Farming/Other/FREESIA";"Cropland"
"Farming/Other/FREESIA";"Permanent crops"
"Farming/Other/FREESIA";"Permanent pasture"
"Farming/Other/FREESIA";"Forest"
"Farming/Other/FREESIA";"Legumes"
"Farming/Other/FREESIA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/FREESIA";"Integrated"
"Farming/Other/GERBERA";"Latin"
"Farming/Other/GERBERA";"EPPO"
"Farming/Other/GERBERA";"C. UPOV"
"Farming/Other/GERBERA";"Horticultural"
"Farming/Other/GERBERA";"Energetic"
"Farming/Other/GERBERA";"Fruit tree"
"Farming/Other/GERBERA";"Shell fruits"
"Farming/Other/GERBERA";"Aromatic condiment medicinal"
"Farming/Other/GERBERA";"Direct sowing"
"Farming/Other/GERBERA";"Improving species"
"Farming/Other/GERBERA";"Short-cycle forestry"
"Farming/Other/GERBERA";"Woody"
"Farming/Other/GERBERA";"Cropland"
"Farming/Other/GERBERA";"Permanent crops"
"Farming/Other/GERBERA";"Permanent pasture"
"Farming/Other/GERBERA";"Forest"
"Farming/Other/GERBERA";"Legumes"
"Farming/Other/GERBERA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/GERBERA";"Integrated"
"Farming/Other/GYPSOPHILA";"Latin"
"Farming/Other/GYPSOPHILA";"EPPO"
"Farming/Other/GYPSOPHILA";"C. UPOV"
"Farming/Other/GYPSOPHILA";"Horticultural"
"Farming/Other/GYPSOPHILA";"Energetic"
"Farming/Other/GYPSOPHILA";"Fruit tree"
"Farming/Other/GYPSOPHILA";"Shell fruits"
"Farming/Other/GYPSOPHILA";"Aromatic condiment medicinal"
"Farming/Other/GYPSOPHILA";"Direct sowing"
"Farming/Other/GYPSOPHILA";"Improving species"
"Farming/Other/GYPSOPHILA";"Short-cycle forestry"
"Farming/Other/GYPSOPHILA";"Woody"
"Farming/Other/GYPSOPHILA";"Cropland"
"Farming/Other/GYPSOPHILA";"Permanent crops"
"Farming/Other/GYPSOPHILA";"Permanent pasture"
"Farming/Other/GYPSOPHILA";"Forest"
"Farming/Other/GYPSOPHILA";"Legumes"
"Farming/Other/GYPSOPHILA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/GYPSOPHILA";"Integrated"
"Farming/Other/IRIS";"Latin"
"Farming/Other/IRIS";"EPPO"
"Farming/Other/IRIS";"C. UPOV"
"Farming/Other/IRIS";"Horticultural"
"Farming/Other/IRIS";"Energetic"
"Farming/Other/IRIS";"Fruit tree"
"Farming/Other/IRIS";"Shell fruits"
"Farming/Other/IRIS";"Aromatic condiment medicinal"
"Farming/Other/IRIS";"Direct sowing"
"Farming/Other/IRIS";"Improving species"
"Farming/Other/IRIS";"Short-cycle forestry"
"Farming/Other/IRIS";"Woody"
"Farming/Other/IRIS";"Cropland"
"Farming/Other/IRIS";"Permanent crops"
"Farming/Other/IRIS";"Permanent pasture"
"Farming/Other/IRIS";"Forest"
"Farming/Other/IRIS";"Legumes"
"Farming/Other/IRIS";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/IRIS";"Integrated"
"Farming/Other/LIRIO DE PASCUA";"Latin"
"Farming/Other/LIRIO DE PASCUA";"EPPO"
"Farming/Other/LIRIO DE PASCUA";"C. UPOV"
"Farming/Other/LIRIO DE PASCUA";"Horticultural"
"Farming/Other/LIRIO DE PASCUA";"Energetic"
"Farming/Other/LIRIO DE PASCUA";"Fruit tree"
"Farming/Other/LIRIO DE PASCUA";"Shell fruits"
"Farming/Other/LIRIO DE PASCUA";"Aromatic condiment medicinal"
"Farming/Other/LIRIO DE PASCUA";"Direct sowing"
"Farming/Other/LIRIO DE PASCUA";"Improving species"
"Farming/Other/LIRIO DE PASCUA";"Short-cycle forestry"
"Farming/Other/LIRIO DE PASCUA";"Woody"
"Farming/Other/LIRIO DE PASCUA";"Cropland"
"Farming/Other/LIRIO DE PASCUA";"Permanent crops"
"Farming/Other/LIRIO DE PASCUA";"Permanent pasture"
"Farming/Other/LIRIO DE PASCUA";"Forest"
"Farming/Other/LIRIO DE PASCUA";"Legumes"
"Farming/Other/LIRIO DE PASCUA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/LIRIO DE PASCUA";"Integrated"
"Farming/Other/PROTEA";"Latin"
"Farming/Other/PROTEA";"EPPO"
"Farming/Other/PROTEA";"C. UPOV"
"Farming/Other/PROTEA";"Horticultural"
"Farming/Other/PROTEA";"Energetic"
"Farming/Other/PROTEA";"Fruit tree"
"Farming/Other/PROTEA";"Shell fruits"
"Farming/Other/PROTEA";"Aromatic condiment medicinal"
"Farming/Other/PROTEA";"Direct sowing"
"Farming/Other/PROTEA";"Improving species"
"Farming/Other/PROTEA";"Short-cycle forestry"
"Farming/Other/PROTEA";"Woody"
"Farming/Other/PROTEA";"Cropland"
"Farming/Other/PROTEA";"Permanent crops"
"Farming/Other/PROTEA";"Permanent pasture"
"Farming/Other/PROTEA";"Forest"
"Farming/Other/PROTEA";"Legumes"
"Farming/Other/PROTEA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/PROTEA";"Integrated"
"Farming/Other/SOLIDASTER";"Latin"
"Farming/Other/SOLIDASTER";"EPPO"
"Farming/Other/SOLIDASTER";"C. UPOV"
"Farming/Other/SOLIDASTER";"Horticultural"
"Farming/Other/SOLIDASTER";"Energetic"
"Farming/Other/SOLIDASTER";"Fruit tree"
"Farming/Other/SOLIDASTER";"Shell fruits"
"Farming/Other/SOLIDASTER";"Aromatic condiment medicinal"
"Farming/Other/SOLIDASTER";"Direct sowing"
"Farming/Other/SOLIDASTER";"Improving species"
"Farming/Other/SOLIDASTER";"Short-cycle forestry"
"Farming/Other/SOLIDASTER";"Woody"
"Farming/Other/SOLIDASTER";"Cropland"
"Farming/Other/SOLIDASTER";"Permanent crops"
"Farming/Other/SOLIDASTER";"Permanent pasture"
"Farming/Other/SOLIDASTER";"Forest"
"Farming/Other/SOLIDASTER";"Legumes"
"Farming/Other/SOLIDASTER";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/SOLIDASTER";"Integrated"
"Farming/Other/SOLIDAGO";"Latin"
"Farming/Other/SOLIDAGO";"EPPO"
"Farming/Other/SOLIDAGO";"C. UPOV"
"Farming/Other/SOLIDAGO";"Horticultural"
"Farming/Other/SOLIDAGO";"Energetic"
"Farming/Other/SOLIDAGO";"Fruit tree"
"Farming/Other/SOLIDAGO";"Shell fruits"
"Farming/Other/SOLIDAGO";"Aromatic condiment medicinal"
"Farming/Other/SOLIDAGO";"Direct sowing"
"Farming/Other/SOLIDAGO";"Improving species"
"Farming/Other/SOLIDAGO";"Short-cycle forestry"
"Farming/Other/SOLIDAGO";"Woody"
"Farming/Other/SOLIDAGO";"Cropland"
"Farming/Other/SOLIDAGO";"Permanent crops"
"Farming/Other/SOLIDAGO";"Permanent pasture"
"Farming/Other/SOLIDAGO";"Forest"
"Farming/Other/SOLIDAGO";"Legumes"
"Farming/Other/SOLIDAGO";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/SOLIDAGO";"Integrated"
"Farming/Other/SIEMPREVIVA AZUL";"Latin"
"Farming/Other/SIEMPREVIVA AZUL";"EPPO"
"Farming/Other/SIEMPREVIVA AZUL";"C. UPOV"
"Farming/Other/SIEMPREVIVA AZUL";"Horticultural"
"Farming/Other/SIEMPREVIVA AZUL";"Energetic"
"Farming/Other/SIEMPREVIVA AZUL";"Fruit tree"
"Farming/Other/SIEMPREVIVA AZUL";"Shell fruits"
"Farming/Other/SIEMPREVIVA AZUL";"Aromatic condiment medicinal"
"Farming/Other/SIEMPREVIVA AZUL";"Direct sowing"
"Farming/Other/SIEMPREVIVA AZUL";"Improving species"
"Farming/Other/SIEMPREVIVA AZUL";"Short-cycle forestry"
"Farming/Other/SIEMPREVIVA AZUL";"Woody"
"Farming/Other/SIEMPREVIVA AZUL";"Cropland"
"Farming/Other/SIEMPREVIVA AZUL";"Permanent crops"
"Farming/Other/SIEMPREVIVA AZUL";"Permanent pasture"
"Farming/Other/SIEMPREVIVA AZUL";"Forest"
"Farming/Other/SIEMPREVIVA AZUL";"Legumes"
"Farming/Other/SIEMPREVIVA AZUL";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/SIEMPREVIVA AZUL";"Integrated"
"Farming/Other/AVE DEL PARAÍSO";"Latin"
"Farming/Other/AVE DEL PARAÍSO";"EPPO"
"Farming/Other/AVE DEL PARAÍSO";"C. UPOV"
"Farming/Other/AVE DEL PARAÍSO";"Horticultural"
"Farming/Other/AVE DEL PARAÍSO";"Energetic"
"Farming/Other/AVE DEL PARAÍSO";"Fruit tree"
"Farming/Other/AVE DEL PARAÍSO";"Shell fruits"
"Farming/Other/AVE DEL PARAÍSO";"Aromatic condiment medicinal"
"Farming/Other/AVE DEL PARAÍSO";"Direct sowing"
"Farming/Other/AVE DEL PARAÍSO";"Improving species"
"Farming/Other/AVE DEL PARAÍSO";"Short-cycle forestry"
"Farming/Other/AVE DEL PARAÍSO";"Woody"
"Farming/Other/AVE DEL PARAÍSO";"Cropland"
"Farming/Other/AVE DEL PARAÍSO";"Permanent crops"
"Farming/Other/AVE DEL PARAÍSO";"Permanent pasture"
"Farming/Other/AVE DEL PARAÍSO";"Forest"
"Farming/Other/AVE DEL PARAÍSO";"Legumes"
"Farming/Other/AVE DEL PARAÍSO";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/AVE DEL PARAÍSO";"Integrated"
"Farming/Other/CLAVEL CHINO";"Latin"
"Farming/Other/CLAVEL CHINO";"EPPO"
"Farming/Other/CLAVEL CHINO";"C. UPOV"
"Farming/Other/CLAVEL CHINO";"Horticultural"
"Farming/Other/CLAVEL CHINO";"Energetic"
"Farming/Other/CLAVEL CHINO";"Fruit tree"
"Farming/Other/CLAVEL CHINO";"Shell fruits"
"Farming/Other/CLAVEL CHINO";"Aromatic condiment medicinal"
"Farming/Other/CLAVEL CHINO";"Direct sowing"
"Farming/Other/CLAVEL CHINO";"Improving species"
"Farming/Other/CLAVEL CHINO";"Short-cycle forestry"
"Farming/Other/CLAVEL CHINO";"Woody"
"Farming/Other/CLAVEL CHINO";"Cropland"
"Farming/Other/CLAVEL CHINO";"Permanent crops"
"Farming/Other/CLAVEL CHINO";"Permanent pasture"
"Farming/Other/CLAVEL CHINO";"Forest"
"Farming/Other/CLAVEL CHINO";"Legumes"
"Farming/Other/CLAVEL CHINO";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/CLAVEL CHINO";"Integrated"
"Farming/Other/CLAVEL DEL POETA";"Latin"
"Farming/Other/CLAVEL DEL POETA";"EPPO"
"Farming/Other/CLAVEL DEL POETA";"C. UPOV"
"Farming/Other/CLAVEL DEL POETA";"Horticultural"
"Farming/Other/CLAVEL DEL POETA";"Energetic"
"Farming/Other/CLAVEL DEL POETA";"Fruit tree"
"Farming/Other/CLAVEL DEL POETA";"Shell fruits"
"Farming/Other/CLAVEL DEL POETA";"Aromatic condiment medicinal"
"Farming/Other/CLAVEL DEL POETA";"Direct sowing"
"Farming/Other/CLAVEL DEL POETA";"Improving species"
"Farming/Other/CLAVEL DEL POETA";"Short-cycle forestry"
"Farming/Other/CLAVEL DEL POETA";"Woody"
"Farming/Other/CLAVEL DEL POETA";"Cropland"
"Farming/Other/CLAVEL DEL POETA";"Permanent crops"
"Farming/Other/CLAVEL DEL POETA";"Permanent pasture"
"Farming/Other/CLAVEL DEL POETA";"Forest"
"Farming/Other/CLAVEL DEL POETA";"Legumes"
"Farming/Other/CLAVEL DEL POETA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/CLAVEL DEL POETA";"Integrated"
"Farming/Other/ADENANTHOS";"Latin"
"Farming/Other/ADENANTHOS";"EPPO"
"Farming/Other/ADENANTHOS";"C. UPOV"
"Farming/Other/ADENANTHOS";"Horticultural"
"Farming/Other/ADENANTHOS";"Energetic"
"Farming/Other/ADENANTHOS";"Fruit tree"
"Farming/Other/ADENANTHOS";"Shell fruits"
"Farming/Other/ADENANTHOS";"Aromatic condiment medicinal"
"Farming/Other/ADENANTHOS";"Direct sowing"
"Farming/Other/ADENANTHOS";"Improving species"
"Farming/Other/ADENANTHOS";"Short-cycle forestry"
"Farming/Other/ADENANTHOS";"Woody"
"Farming/Other/ADENANTHOS";"Cropland"
"Farming/Other/ADENANTHOS";"Permanent crops"
"Farming/Other/ADENANTHOS";"Permanent pasture"
"Farming/Other/ADENANTHOS";"Forest"
"Farming/Other/ADENANTHOS";"Legumes"
"Farming/Other/ADENANTHOS";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/ADENANTHOS";"Integrated"
"Farming/Other/AGAPANTHUS";"Latin"
"Farming/Other/AGAPANTHUS";"EPPO"
"Farming/Other/AGAPANTHUS";"C. UPOV"
"Farming/Other/AGAPANTHUS";"Horticultural"
"Farming/Other/AGAPANTHUS";"Energetic"
"Farming/Other/AGAPANTHUS";"Fruit tree"
"Farming/Other/AGAPANTHUS";"Shell fruits"
"Farming/Other/AGAPANTHUS";"Aromatic condiment medicinal"
"Farming/Other/AGAPANTHUS";"Direct sowing"
"Farming/Other/AGAPANTHUS";"Improving species"
"Farming/Other/AGAPANTHUS";"Short-cycle forestry"
"Farming/Other/AGAPANTHUS";"Woody"
"Farming/Other/AGAPANTHUS";"Cropland"
"Farming/Other/AGAPANTHUS";"Permanent crops"
"Farming/Other/AGAPANTHUS";"Permanent pasture"
"Farming/Other/AGAPANTHUS";"Forest"
"Farming/Other/AGAPANTHUS";"Legumes"
"Farming/Other/AGAPANTHUS";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/AGAPANTHUS";"Integrated"
"Farming/Other/ALOCASIA";"Latin"
"Farming/Other/ALOCASIA";"EPPO"
"Farming/Other/ALOCASIA";"C. UPOV"
"Farming/Other/ALOCASIA";"Horticultural"
"Farming/Other/ALOCASIA";"Energetic"
"Farming/Other/ALOCASIA";"Fruit tree"
"Farming/Other/ALOCASIA";"Shell fruits"
"Farming/Other/ALOCASIA";"Aromatic condiment medicinal"
"Farming/Other/ALOCASIA";"Direct sowing"
"Farming/Other/ALOCASIA";"Improving species"
"Farming/Other/ALOCASIA";"Short-cycle forestry"
"Farming/Other/ALOCASIA";"Woody"
"Farming/Other/ALOCASIA";"Cropland"
"Farming/Other/ALOCASIA";"Permanent crops"
"Farming/Other/ALOCASIA";"Permanent pasture"
"Farming/Other/ALOCASIA";"Forest"
"Farming/Other/ALOCASIA";"Legumes"
"Farming/Other/ALOCASIA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/ALOCASIA";"Integrated"
"Farming/Other/ALOE";"Latin"
"Farming/Other/ALOE";"EPPO"
"Farming/Other/ALOE";"C. UPOV"
"Farming/Other/ALOE";"Horticultural"
"Farming/Other/ALOE";"Energetic"
"Farming/Other/ALOE";"Fruit tree"
"Farming/Other/ALOE";"Shell fruits"
"Farming/Other/ALOE";"Aromatic condiment medicinal"
"Farming/Other/ALOE";"Direct sowing"
"Farming/Other/ALOE";"Improving species"
"Farming/Other/ALOE";"Short-cycle forestry"
"Farming/Other/ALOE";"Woody"
"Farming/Other/ALOE";"Cropland"
"Farming/Other/ALOE";"Permanent crops"
"Farming/Other/ALOE";"Permanent pasture"
"Farming/Other/ALOE";"Forest"
"Farming/Other/ALOE";"Legumes"
"Farming/Other/ALOE";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/ALOE";"Integrated"
"Farming/Other/ALTHERNANTERA";"Latin"
"Farming/Other/ALTHERNANTERA";"EPPO"
"Farming/Other/ALTHERNANTERA";"C. UPOV"
"Farming/Other/ALTHERNANTERA";"Horticultural"
"Farming/Other/ALTHERNANTERA";"Energetic"
"Farming/Other/ALTHERNANTERA";"Fruit tree"
"Farming/Other/ALTHERNANTERA";"Shell fruits"
"Farming/Other/ALTHERNANTERA";"Aromatic condiment medicinal"
"Farming/Other/ALTHERNANTERA";"Direct sowing"
"Farming/Other/ALTHERNANTERA";"Improving species"
"Farming/Other/ALTHERNANTERA";"Short-cycle forestry"
"Farming/Other/ALTHERNANTERA";"Woody"
"Farming/Other/ALTHERNANTERA";"Cropland"
"Farming/Other/ALTHERNANTERA";"Permanent crops"
"Farming/Other/ALTHERNANTERA";"Permanent pasture"
"Farming/Other/ALTHERNANTERA";"Forest"
"Farming/Other/ALTHERNANTERA";"Legumes"
"Farming/Other/ALTHERNANTERA";"Unharvested zone cereals legumes oilseeds"
"Farming/Other/ALTHERNANTERA";"Integrated"
"Farming/Other/ALYOGYNE";"Latin"
"Farming/Other/ALYOGYNE";"EPPO"
