"use_type_path";"attribute_name"
"Farming/Vegetables/CEBOLLA";"Cropland"
"Farming/Vegetables/CEBOLLA";"Permanent crops"
"Farming/Vegetables/CEBOLLA";"Permanent pasture"
"Farming/Vegetables/CEBOLLA";"Forest"
"Farming/Vegetables/CEBOLLA";"Legumes"
"Farming/Vegetables/CEBOLLA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/CEBOLLA";"Integrated"
"Farming/Vegetables/APIO";"Latin"
"Farming/Vegetables/APIO";"EPPO"
"Farming/Vegetables/APIO";"C. UPOV"
"Farming/Vegetables/APIO";"Horticultural"
"Farming/Vegetables/APIO";"Energetic"
"Farming/Vegetables/APIO";"Fruit tree"
"Farming/Vegetables/APIO";"Shell fruits"
"Farming/Vegetables/APIO";"Aromatic condiment medicinal"
"Farming/Vegetables/APIO";"Direct sowing"
"Farming/Vegetables/APIO";"Improving species"
"Farming/Vegetables/APIO";"Short-cycle forestry"
"Farming/Vegetables/APIO";"Woody"
"Farming/Vegetables/APIO";"Cropland"
"Farming/Vegetables/APIO";"Permanent crops"
"Farming/Vegetables/APIO";"Permanent pasture"
"Farming/Vegetables/APIO";"Forest"
"Farming/Vegetables/APIO";"Legumes"
"Farming/Vegetables/APIO";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/APIO";"Integrated"
"Farming/Vegetables/COLIRRÁBANO";"Latin"
"Farming/Vegetables/COLIRRÁBANO";"EPPO"
"Farming/Vegetables/COLIRRÁBANO";"C. UPOV"
"Farming/Vegetables/COLIRRÁBANO";"Horticultural"
"Farming/Vegetables/COLIRRÁBANO";"Energetic"
"Farming/Vegetables/COLIRRÁBANO";"Fruit tree"
"Farming/Vegetables/COLIRRÁBANO";"Shell fruits"
"Farming/Vegetables/COLIRRÁBANO";"Aromatic condiment medicinal"
"Farming/Vegetables/COLIRRÁBANO";"Direct sowing"
"Farming/Vegetables/COLIRRÁBANO";"Improving species"
"Farming/Vegetables/COLIRRÁBANO";"Short-cycle forestry"
"Farming/Vegetables/COLIRRÁBANO";"Woody"
"Farming/Vegetables/COLIRRÁBANO";"Cropland"
"Farming/Vegetables/COLIRRÁBANO";"Permanent crops"
"Farming/Vegetables/COLIRRÁBANO";"Permanent pasture"
"Farming/Vegetables/COLIRRÁBANO";"Forest"
"Farming/Vegetables/COLIRRÁBANO";"Legumes"
"Farming/Vegetables/COLIRRÁBANO";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/COLIRRÁBANO";"Integrated"
"Farming/Vegetables/COLIFLOR";"Latin"
"Farming/Vegetables/COLIFLOR";"EPPO"
"Farming/Vegetables/COLIFLOR";"C. UPOV"
"Farming/Vegetables/COLIFLOR";"Horticultural"
"Farming/Vegetables/COLIFLOR";"Energetic"
"Farming/Vegetables/COLIFLOR";"Fruit tree"
"Farming/Vegetables/COLIFLOR";"Shell fruits"
"Farming/Vegetables/COLIFLOR";"Aromatic condiment medicinal"
"Farming/Vegetables/COLIFLOR";"Direct sowing"
"Farming/Vegetables/COLIFLOR";"Improving species"
"Farming/Vegetables/COLIFLOR";"Short-cycle forestry"
"Farming/Vegetables/COLIFLOR";"Woody"
"Farming/Vegetables/COLIFLOR";"Cropland"
"Farming/Vegetables/COLIFLOR";"Permanent crops"
"Farming/Vegetables/COLIFLOR";"Permanent pasture"
"Farming/Vegetables/COLIFLOR";"Forest"
"Farming/Vegetables/COLIFLOR";"Legumes"
"Farming/Vegetables/COLIFLOR";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/COLIFLOR";"Integrated"
"Farming/Vegetables/BERENJENA";"Latin"
"Farming/Vegetables/BERENJENA";"EPPO"
"Farming/Vegetables/BERENJENA";"C. UPOV"
"Farming/Vegetables/BERENJENA";"Horticultural"
"Farming/Vegetables/BERENJENA";"Energetic"
"Farming/Vegetables/BERENJENA";"Fruit tree"
"Farming/Vegetables/BERENJENA";"Shell fruits"
"Farming/Vegetables/BERENJENA";"Aromatic condiment medicinal"
"Farming/Vegetables/BERENJENA";"Direct sowing"
"Farming/Vegetables/BERENJENA";"Improving species"
"Farming/Vegetables/BERENJENA";"Short-cycle forestry"
"Farming/Vegetables/BERENJENA";"Woody"
"Farming/Vegetables/BERENJENA";"Cropland"
"Farming/Vegetables/BERENJENA";"Permanent crops"
"Farming/Vegetables/BERENJENA";"Permanent pasture"
"Farming/Vegetables/BERENJENA";"Forest"
"Farming/Vegetables/BERENJENA";"Legumes"
"Farming/Vegetables/BERENJENA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/BERENJENA";"Integrated"
"Farming/Vegetables/CALABACÍN";"Latin"
"Farming/Vegetables/CALABACÍN";"EPPO"
"Farming/Vegetables/CALABACÍN";"C. UPOV"
"Farming/Vegetables/CALABACÍN";"Horticultural"
"Farming/Vegetables/CALABACÍN";"Energetic"
"Farming/Vegetables/CALABACÍN";"Fruit tree"
"Farming/Vegetables/CALABACÍN";"Shell fruits"
"Farming/Vegetables/CALABACÍN";"Aromatic condiment medicinal"
"Farming/Vegetables/CALABACÍN";"Direct sowing"
"Farming/Vegetables/CALABACÍN";"Improving species"
"Farming/Vegetables/CALABACÍN";"Short-cycle forestry"
"Farming/Vegetables/CALABACÍN";"Woody"
"Farming/Vegetables/CALABACÍN";"Cropland"
"Farming/Vegetables/CALABACÍN";"Permanent crops"
"Farming/Vegetables/CALABACÍN";"Permanent pasture"
"Farming/Vegetables/CALABACÍN";"Forest"
"Farming/Vegetables/CALABACÍN";"Legumes"
"Farming/Vegetables/CALABACÍN";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/CALABACÍN";"Integrated"
"Farming/Vegetables/ALCACHOFA";"Latin"
"Farming/Vegetables/ALCACHOFA";"EPPO"
"Farming/Vegetables/ALCACHOFA";"C. UPOV"
"Farming/Vegetables/ALCACHOFA";"Horticultural"
"Farming/Vegetables/ALCACHOFA";"Energetic"
"Farming/Vegetables/ALCACHOFA";"Fruit tree"
"Farming/Vegetables/ALCACHOFA";"Shell fruits"
"Farming/Vegetables/ALCACHOFA";"Aromatic condiment medicinal"
"Farming/Vegetables/ALCACHOFA";"Direct sowing"
"Farming/Vegetables/ALCACHOFA";"Improving species"
"Farming/Vegetables/ALCACHOFA";"Short-cycle forestry"
"Farming/Vegetables/ALCACHOFA";"Woody"
"Farming/Vegetables/ALCACHOFA";"Cropland"
"Farming/Vegetables/ALCACHOFA";"Permanent crops"
"Farming/Vegetables/ALCACHOFA";"Permanent pasture"
"Farming/Vegetables/ALCACHOFA";"Forest"
"Farming/Vegetables/ALCACHOFA";"Legumes"
"Farming/Vegetables/ALCACHOFA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/ALCACHOFA";"Integrated"
"Farming/Vegetables/PEPINO";"Latin"
"Farming/Vegetables/PEPINO";"EPPO"
"Farming/Vegetables/PEPINO";"C. UPOV"
"Farming/Vegetables/PEPINO";"Horticultural"
"Farming/Vegetables/PEPINO";"Energetic"
"Farming/Vegetables/PEPINO";"Fruit tree"
"Farming/Vegetables/PEPINO";"Shell fruits"
"Farming/Vegetables/PEPINO";"Aromatic condiment medicinal"
"Farming/Vegetables/PEPINO";"Direct sowing"
"Farming/Vegetables/PEPINO";"Improving species"
"Farming/Vegetables/PEPINO";"Short-cycle forestry"
"Farming/Vegetables/PEPINO";"Woody"
"Farming/Vegetables/PEPINO";"Cropland"
"Farming/Vegetables/PEPINO";"Permanent crops"
"Farming/Vegetables/PEPINO";"Permanent pasture"
"Farming/Vegetables/PEPINO";"Forest"
"Farming/Vegetables/PEPINO";"Legumes"
"Farming/Vegetables/PEPINO";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/PEPINO";"Integrated"
"Farming/Vegetables/ACELGA";"Latin"
"Farming/Vegetables/ACELGA";"EPPO"
"Farming/Vegetables/ACELGA";"C. UPOV"
"Farming/Vegetables/ACELGA";"Horticultural"
"Farming/Vegetables/ACELGA";"Energetic"
"Farming/Vegetables/ACELGA";"Fruit tree"
"Farming/Vegetables/ACELGA";"Shell fruits"
"Farming/Vegetables/ACELGA";"Aromatic condiment medicinal"
"Farming/Vegetables/ACELGA";"Direct sowing"
"Farming/Vegetables/ACELGA";"Improving species"
"Farming/Vegetables/ACELGA";"Short-cycle forestry"
"Farming/Vegetables/ACELGA";"Woody"
"Farming/Vegetables/ACELGA";"Cropland"
"Farming/Vegetables/ACELGA";"Permanent crops"
"Farming/Vegetables/ACELGA";"Permanent pasture"
"Farming/Vegetables/ACELGA";"Forest"
"Farming/Vegetables/ACELGA";"Legumes"
"Farming/Vegetables/ACELGA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/ACELGA";"Integrated"
"Farming/Vegetables/CEBOLLETA";"Latin"
"Farming/Vegetables/CEBOLLETA";"EPPO"
"Farming/Vegetables/CEBOLLETA";"C. UPOV"
"Farming/Vegetables/CEBOLLETA";"Horticultural"
"Farming/Vegetables/CEBOLLETA";"Energetic"
"Farming/Vegetables/CEBOLLETA";"Fruit tree"
"Farming/Vegetables/CEBOLLETA";"Shell fruits"
"Farming/Vegetables/CEBOLLETA";"Aromatic condiment medicinal"
"Farming/Vegetables/CEBOLLETA";"Direct sowing"
"Farming/Vegetables/CEBOLLETA";"Improving species"
"Farming/Vegetables/CEBOLLETA";"Short-cycle forestry"
"Farming/Vegetables/CEBOLLETA";"Woody"
"Farming/Vegetables/CEBOLLETA";"Cropland"
"Farming/Vegetables/CEBOLLETA";"Permanent crops"
"Farming/Vegetables/CEBOLLETA";"Permanent pasture"
"Farming/Vegetables/CEBOLLETA";"Forest"
"Farming/Vegetables/CEBOLLETA";"Legumes"
"Farming/Vegetables/CEBOLLETA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/CEBOLLETA";"Integrated"
"Farming/Vegetables/CHALOTA";"Latin"
"Farming/Vegetables/CHALOTA";"EPPO"
"Farming/Vegetables/CHALOTA";"C. UPOV"
"Farming/Vegetables/CHALOTA";"Horticultural"
"Farming/Vegetables/CHALOTA";"Energetic"
"Farming/Vegetables/CHALOTA";"Fruit tree"
"Farming/Vegetables/CHALOTA";"Shell fruits"
"Farming/Vegetables/CHALOTA";"Aromatic condiment medicinal"
"Farming/Vegetables/CHALOTA";"Direct sowing"
"Farming/Vegetables/CHALOTA";"Improving species"
"Farming/Vegetables/CHALOTA";"Short-cycle forestry"
"Farming/Vegetables/CHALOTA";"Woody"
"Farming/Vegetables/CHALOTA";"Cropland"
"Farming/Vegetables/CHALOTA";"Permanent crops"
"Farming/Vegetables/CHALOTA";"Permanent pasture"
"Farming/Vegetables/CHALOTA";"Forest"
"Farming/Vegetables/CHALOTA";"Legumes"
"Farming/Vegetables/CHALOTA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/CHALOTA";"Integrated"
"Farming/Vegetables/AJO";"Latin"
"Farming/Vegetables/AJO";"EPPO"
"Farming/Vegetables/AJO";"C. UPOV"
"Farming/Vegetables/AJO";"Horticultural"
"Farming/Vegetables/AJO";"Energetic"
"Farming/Vegetables/AJO";"Fruit tree"
"Farming/Vegetables/AJO";"Shell fruits"
"Farming/Vegetables/AJO";"Aromatic condiment medicinal"
"Farming/Vegetables/AJO";"Direct sowing"
"Farming/Vegetables/AJO";"Improving species"
"Farming/Vegetables/AJO";"Short-cycle forestry"
"Farming/Vegetables/AJO";"Woody"
"Farming/Vegetables/AJO";"Cropland"
"Farming/Vegetables/AJO";"Permanent crops"
"Farming/Vegetables/AJO";"Permanent pasture"
"Farming/Vegetables/AJO";"Forest"
"Farming/Vegetables/AJO";"Legumes"
"Farming/Vegetables/AJO";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/AJO";"Integrated"
"Farming/Tubers and Roots/CHIRIVÍA";"Latin"
"Farming/Tubers and Roots/CHIRIVÍA";"EPPO"
"Farming/Tubers and Roots/CHIRIVÍA";"C. UPOV"
"Farming/Tubers and Roots/CHIRIVÍA";"Horticultural"
"Farming/Tubers and Roots/CHIRIVÍA";"Energetic"
"Farming/Tubers and Roots/CHIRIVÍA";"Fruit tree"
"Farming/Tubers and Roots/CHIRIVÍA";"Shell fruits"
"Farming/Tubers and Roots/CHIRIVÍA";"Aromatic condiment medicinal"
"Farming/Tubers and Roots/CHIRIVÍA";"Direct sowing"
"Farming/Tubers and Roots/CHIRIVÍA";"Improving species"
"Farming/Tubers and Roots/CHIRIVÍA";"Short-cycle forestry"
"Farming/Tubers and Roots/CHIRIVÍA";"Woody"
"Farming/Tubers and Roots/CHIRIVÍA";"Cropland"
"Farming/Tubers and Roots/CHIRIVÍA";"Permanent crops"
"Farming/Tubers and Roots/CHIRIVÍA";"Permanent pasture"
"Farming/Tubers and Roots/CHIRIVÍA";"Forest"
"Farming/Tubers and Roots/CHIRIVÍA";"Legumes"
"Farming/Tubers and Roots/CHIRIVÍA";"Unharvested zone cereals legumes oilseeds"
"Farming/Tubers and Roots/CHIRIVÍA";"Integrated"
"Farming/Vegetables/REPOLLO";"Latin"
"Farming/Vegetables/REPOLLO";"EPPO"
"Farming/Vegetables/REPOLLO";"C. UPOV"
"Farming/Vegetables/REPOLLO";"Horticultural"
"Farming/Vegetables/REPOLLO";"Energetic"
"Farming/Vegetables/REPOLLO";"Fruit tree"
"Farming/Vegetables/REPOLLO";"Shell fruits"
"Farming/Vegetables/REPOLLO";"Aromatic condiment medicinal"
"Farming/Vegetables/REPOLLO";"Direct sowing"
"Farming/Vegetables/REPOLLO";"Improving species"
"Farming/Vegetables/REPOLLO";"Short-cycle forestry"
"Farming/Vegetables/REPOLLO";"Woody"
"Farming/Vegetables/REPOLLO";"Cropland"
"Farming/Vegetables/REPOLLO";"Permanent crops"
"Farming/Vegetables/REPOLLO";"Permanent pasture"
"Farming/Vegetables/REPOLLO";"Forest"
"Farming/Vegetables/REPOLLO";"Legumes"
"Farming/Vegetables/REPOLLO";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/REPOLLO";"Integrated"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Latin"
"Farming/Vegetables/COL ROJA O LOMBARDA";"EPPO"
"Farming/Vegetables/COL ROJA O LOMBARDA";"C. UPOV"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Horticultural"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Energetic"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Fruit tree"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Shell fruits"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Aromatic condiment medicinal"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Direct sowing"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Improving species"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Short-cycle forestry"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Woody"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Cropland"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Permanent crops"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Permanent pasture"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Forest"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Legumes"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Integrated"
"Farming/Vegetables/COL MILÁN O SAVOY";"Latin"
"Farming/Vegetables/COL MILÁN O SAVOY";"EPPO"
"Farming/Vegetables/COL MILÁN O SAVOY";"C. UPOV"
"Farming/Vegetables/COL MILÁN O SAVOY";"Horticultural"
"Farming/Vegetables/COL MILÁN O SAVOY";"Energetic"
"Farming/Vegetables/COL MILÁN O SAVOY";"Fruit tree"
"Farming/Vegetables/COL MILÁN O SAVOY";"Shell fruits"
"Farming/Vegetables/COL MILÁN O SAVOY";"Aromatic condiment medicinal"
"Farming/Vegetables/COL MILÁN O SAVOY";"Direct sowing"
"Farming/Vegetables/COL MILÁN O SAVOY";"Improving species"
"Farming/Vegetables/COL MILÁN O SAVOY";"Short-cycle forestry"
"Farming/Vegetables/COL MILÁN O SAVOY";"Woody"
"Farming/Vegetables/COL MILÁN O SAVOY";"Cropland"
"Farming/Vegetables/COL MILÁN O SAVOY";"Permanent crops"
"Farming/Vegetables/COL MILÁN O SAVOY";"Permanent pasture"
"Farming/Vegetables/COL MILÁN O SAVOY";"Forest"
"Farming/Vegetables/COL MILÁN O SAVOY";"Legumes"
"Farming/Vegetables/COL MILÁN O SAVOY";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/COL MILÁN O SAVOY";"Integrated"
"Farming/Vegetables/BERZA";"Latin"
"Farming/Vegetables/BERZA";"EPPO"
"Farming/Vegetables/BERZA";"C. UPOV"
"Farming/Vegetables/BERZA";"Horticultural"
"Farming/Vegetables/BERZA";"Energetic"
"Farming/Vegetables/BERZA";"Fruit tree"
"Farming/Vegetables/BERZA";"Shell fruits"
"Farming/Vegetables/BERZA";"Aromatic condiment medicinal"
"Farming/Vegetables/BERZA";"Direct sowing"
"Farming/Vegetables/BERZA";"Improving species"
"Farming/Vegetables/BERZA";"Short-cycle forestry"
"Farming/Vegetables/BERZA";"Woody"
"Farming/Vegetables/BERZA";"Cropland"
"Farming/Vegetables/BERZA";"Permanent crops"
"Farming/Vegetables/BERZA";"Permanent pasture"
"Farming/Vegetables/BERZA";"Forest"
"Farming/Vegetables/BERZA";"Legumes"
"Farming/Vegetables/BERZA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/BERZA";"Integrated"
"Farming/Vegetables/COL DE BRUSELAS";"Latin"
"Farming/Vegetables/COL DE BRUSELAS";"EPPO"
"Farming/Vegetables/COL DE BRUSELAS";"C. UPOV"
"Farming/Vegetables/COL DE BRUSELAS";"Horticultural"
"Farming/Vegetables/COL DE BRUSELAS";"Energetic"
"Farming/Vegetables/COL DE BRUSELAS";"Fruit tree"
"Farming/Vegetables/COL DE BRUSELAS";"Shell fruits"
"Farming/Vegetables/COL DE BRUSELAS";"Aromatic condiment medicinal"
"Farming/Vegetables/COL DE BRUSELAS";"Direct sowing"
"Farming/Vegetables/COL DE BRUSELAS";"Improving species"
"Farming/Vegetables/COL DE BRUSELAS";"Short-cycle forestry"
"Farming/Vegetables/COL DE BRUSELAS";"Woody"
"Farming/Vegetables/COL DE BRUSELAS";"Cropland"
"Farming/Vegetables/COL DE BRUSELAS";"Permanent crops"
"Farming/Vegetables/COL DE BRUSELAS";"Permanent pasture"
"Farming/Vegetables/COL DE BRUSELAS";"Forest"
"Farming/Vegetables/COL DE BRUSELAS";"Legumes"
"Farming/Vegetables/COL DE BRUSELAS";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/COL DE BRUSELAS";"Integrated"
"Farming/Vegetables/ENDIVIA";"Latin"
"Farming/Vegetables/ENDIVIA";"EPPO"
"Farming/Vegetables/ENDIVIA";"C. UPOV"
"Farming/Vegetables/ENDIVIA";"Horticultural"
"Farming/Vegetables/ENDIVIA";"Energetic"
"Farming/Vegetables/ENDIVIA";"Fruit tree"
"Farming/Vegetables/ENDIVIA";"Shell fruits"
"Farming/Vegetables/ENDIVIA";"Aromatic condiment medicinal"
"Farming/Vegetables/ENDIVIA";"Direct sowing"
"Farming/Vegetables/ENDIVIA";"Improving species"
"Farming/Vegetables/ENDIVIA";"Short-cycle forestry"
"Farming/Vegetables/ENDIVIA";"Woody"
"Farming/Vegetables/ENDIVIA";"Cropland"
"Farming/Vegetables/ENDIVIA";"Permanent crops"
"Farming/Vegetables/ENDIVIA";"Permanent pasture"
"Farming/Vegetables/ENDIVIA";"Forest"
"Farming/Vegetables/ENDIVIA";"Legumes"
"Farming/Vegetables/ENDIVIA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/ENDIVIA";"Integrated"
"Farming/Tubers and Roots/ZANAHORIA";"Latin"
"Farming/Tubers and Roots/ZANAHORIA";"EPPO"
"Farming/Tubers and Roots/ZANAHORIA";"C. UPOV"
"Farming/Tubers and Roots/ZANAHORIA";"Horticultural"
"Farming/Tubers and Roots/ZANAHORIA";"Energetic"
"Farming/Tubers and Roots/ZANAHORIA";"Fruit tree"
"Farming/Tubers and Roots/ZANAHORIA";"Shell fruits"
"Farming/Tubers and Roots/ZANAHORIA";"Aromatic condiment medicinal"
"Farming/Tubers and Roots/ZANAHORIA";"Direct sowing"
"Farming/Tubers and Roots/ZANAHORIA";"Improving species"
"Farming/Tubers and Roots/ZANAHORIA";"Short-cycle forestry"
"Farming/Tubers and Roots/ZANAHORIA";"Woody"
"Farming/Tubers and Roots/ZANAHORIA";"Cropland"
"Farming/Tubers and Roots/ZANAHORIA";"Permanent crops"
"Farming/Tubers and Roots/ZANAHORIA";"Permanent pasture"
"Farming/Tubers and Roots/ZANAHORIA";"Forest"
"Farming/Tubers and Roots/ZANAHORIA";"Legumes"
"Farming/Tubers and Roots/ZANAHORIA";"Unharvested zone cereals legumes oilseeds"
"Farming/Tubers and Roots/ZANAHORIA";"Integrated"
"Farming/Tubers and Roots/NABO";"Latin"
"Farming/Tubers and Roots/NABO";"EPPO"
"Farming/Tubers and Roots/NABO";"C. UPOV"
"Farming/Tubers and Roots/NABO";"Horticultural"
"Farming/Tubers and Roots/NABO";"Energetic"
"Farming/Tubers and Roots/NABO";"Fruit tree"
"Farming/Tubers and Roots/NABO";"Shell fruits"
"Farming/Tubers and Roots/NABO";"Aromatic condiment medicinal"
"Farming/Tubers and Roots/NABO";"Direct sowing"
"Farming/Tubers and Roots/NABO";"Improving species"
"Farming/Tubers and Roots/NABO";"Short-cycle forestry"
"Farming/Tubers and Roots/NABO";"Woody"
"Farming/Tubers and Roots/NABO";"Cropland"
"Farming/Tubers and Roots/NABO";"Permanent crops"
"Farming/Tubers and Roots/NABO";"Permanent pasture"
"Farming/Tubers and Roots/NABO";"Forest"
"Farming/Tubers and Roots/NABO";"Legumes"
"Farming/Tubers and Roots/NABO";"Unharvested zone cereals legumes oilseeds"
"Farming/Tubers and Roots/NABO";"Integrated"
"Farming/Vegetables/ACHICORIA";"Latin"
"Farming/Vegetables/ACHICORIA";"EPPO"
"Farming/Vegetables/ACHICORIA";"C. UPOV"
"Farming/Vegetables/ACHICORIA";"Horticultural"
"Farming/Vegetables/ACHICORIA";"Energetic"
"Farming/Vegetables/ACHICORIA";"Fruit tree"
"Farming/Vegetables/ACHICORIA";"Shell fruits"
"Farming/Vegetables/ACHICORIA";"Aromatic condiment medicinal"
"Farming/Vegetables/ACHICORIA";"Direct sowing"
"Farming/Vegetables/ACHICORIA";"Improving species"
"Farming/Vegetables/ACHICORIA";"Short-cycle forestry"
"Farming/Vegetables/ACHICORIA";"Woody"
"Farming/Vegetables/ACHICORIA";"Cropland"
"Farming/Vegetables/ACHICORIA";"Permanent crops"
"Farming/Vegetables/ACHICORIA";"Permanent pasture"
"Farming/Vegetables/ACHICORIA";"Forest"
"Farming/Vegetables/ACHICORIA";"Legumes"
"Farming/Vegetables/ACHICORIA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/ACHICORIA";"Integrated"
"Farming/Vegetables/GUINDILLA";"Latin"
"Farming/Vegetables/GUINDILLA";"EPPO"
"Farming/Vegetables/GUINDILLA";"C. UPOV"
"Farming/Vegetables/GUINDILLA";"Horticultural"
"Farming/Vegetables/GUINDILLA";"Energetic"
"Farming/Vegetables/GUINDILLA";"Fruit tree"
"Farming/Vegetables/GUINDILLA";"Shell fruits"
"Farming/Vegetables/GUINDILLA";"Aromatic condiment medicinal"
"Farming/Vegetables/GUINDILLA";"Direct sowing"
"Farming/Vegetables/GUINDILLA";"Improving species"
"Farming/Vegetables/GUINDILLA";"Short-cycle forestry"
"Farming/Vegetables/GUINDILLA";"Woody"
"Farming/Vegetables/GUINDILLA";"Cropland"
"Farming/Vegetables/GUINDILLA";"Permanent crops"
"Farming/Vegetables/GUINDILLA";"Permanent pasture"
"Farming/Vegetables/GUINDILLA";"Forest"
"Farming/Vegetables/GUINDILLA";"Legumes"
"Farming/Vegetables/GUINDILLA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/GUINDILLA";"Integrated"
"Farming/Vegetables/ESPINACA";"Latin"
"Farming/Vegetables/ESPINACA";"EPPO"
"Farming/Vegetables/ESPINACA";"C. UPOV"
"Farming/Vegetables/ESPINACA";"Horticultural"
"Farming/Vegetables/ESPINACA";"Energetic"
"Farming/Vegetables/ESPINACA";"Fruit tree"
"Farming/Vegetables/ESPINACA";"Shell fruits"
"Farming/Vegetables/ESPINACA";"Aromatic condiment medicinal"
"Farming/Vegetables/ESPINACA";"Direct sowing"
"Farming/Vegetables/ESPINACA";"Improving species"
"Farming/Vegetables/ESPINACA";"Short-cycle forestry"
"Farming/Vegetables/ESPINACA";"Woody"
"Farming/Vegetables/ESPINACA";"Cropland"
"Farming/Vegetables/ESPINACA";"Permanent crops"
"Farming/Vegetables/ESPINACA";"Permanent pasture"
"Farming/Vegetables/ESPINACA";"Forest"
"Farming/Vegetables/ESPINACA";"Legumes"
"Farming/Vegetables/ESPINACA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/ESPINACA";"Integrated"
"Farming/Vegetables/CARDO";"Latin"
"Farming/Vegetables/CARDO";"EPPO"
"Farming/Vegetables/CARDO";"C. UPOV"
"Farming/Vegetables/CARDO";"Horticultural"
"Farming/Vegetables/CARDO";"Energetic"
"Farming/Vegetables/CARDO";"Fruit tree"
"Farming/Vegetables/CARDO";"Shell fruits"
"Farming/Vegetables/CARDO";"Aromatic condiment medicinal"
"Farming/Vegetables/CARDO";"Direct sowing"
"Farming/Vegetables/CARDO";"Improving species"
"Farming/Vegetables/CARDO";"Short-cycle forestry"
"Farming/Vegetables/CARDO";"Woody"
"Farming/Vegetables/CARDO";"Cropland"
"Farming/Vegetables/CARDO";"Permanent crops"
"Farming/Vegetables/CARDO";"Permanent pasture"
"Farming/Vegetables/CARDO";"Forest"
"Farming/Vegetables/CARDO";"Legumes"
"Farming/Vegetables/CARDO";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/CARDO";"Integrated"
"Farming/Vegetables/CALABAZA";"Latin"
"Farming/Vegetables/CALABAZA";"EPPO"
"Farming/Vegetables/CALABAZA";"C. UPOV"
"Farming/Vegetables/CALABAZA";"Horticultural"
"Farming/Vegetables/CALABAZA";"Energetic"
"Farming/Vegetables/CALABAZA";"Fruit tree"
"Farming/Vegetables/CALABAZA";"Shell fruits"
"Farming/Vegetables/CALABAZA";"Aromatic condiment medicinal"
"Farming/Vegetables/CALABAZA";"Direct sowing"
"Farming/Vegetables/CALABAZA";"Improving species"
"Farming/Vegetables/CALABAZA";"Short-cycle forestry"
"Farming/Vegetables/CALABAZA";"Woody"
"Farming/Vegetables/CALABAZA";"Cropland"
"Farming/Vegetables/CALABAZA";"Permanent crops"
"Farming/Vegetables/CALABAZA";"Permanent pasture"
"Farming/Vegetables/CALABAZA";"Forest"
"Farming/Vegetables/CALABAZA";"Legumes"
"Farming/Vegetables/CALABAZA";"Unharvested zone cereals legumes oilseeds"
"Farming/Vegetables/CALABAZA";"Integrated"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"Latin"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"EPPO"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"C. UPOV"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"Horticultural"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"Energetic"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"Fruit tree"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"Shell fruits"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"Aromatic condiment medicinal"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"Direct sowing"
